text,label
"Terimakasih pakde
 
 #Vaksin
 #Pandemi 
 #Indonesia 
 #Virus
 #IndonesiaKuat https://t.co/1RIBQMYRd5",1
"Optimis ekonomi bisa kembali pulih
 
 #Vaksin
 #Pandemi 
 #Indonesia 
 #Virus
 #IndonesiaKuat https://t.co/rsSXg4eb86",1
"Comba mantap
 
 #Vaksin
 #Pandemi 
 #Indonesia 
 #Virus
 #IndonesiaKuat https://t.co/7X2g6gYxw9",1
"Mantap pak de. Terimakasih
 
 #Vaksin
 #Pandemi 
 #Indonesia 
 #Virus
 #IndonesiaKuat https://t.co/igv0BAVL2K",1
"Top News Koran Rakyat Merdeka
 
 Vaksinasi Menyangkut Hidup Mati Orang Banyak 
 Muhadjir Jamin BPOM Nggak Bakal Main-main
 
 @kemenkopmk @muhadjir_ef #vaksin #BPOM #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMCoid 
 
 https://t.co/wBoDwwqghE",1
"Top News Koran Rakyat Merdeka
 
 Jelang Program Vaksinasi Covid-19
 Netizen Dukung Pemerintah Siapkan Nakes Dan Vaksinator
 
 #Vaksin #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMCoid
 
 https://t.co/wVsnyUUrf3",1
"Top News Koran Rakyat Merdeka
 
 7 Persen Rakyat Tolak Vaksin Corona, Pak Luhut, Gimana Ini?
 
 #vaksin #sinovac #luhut #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMCoid 
  https://t.co/LVKObwpVFK",-1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"Top News Koran Rakyat Merdeka
 
 Wapres AS Divaksin Duluan 
 Trump Merasa Kebal
 
 #MikePence #DonaldTrump #JoeBiden #Amerika #USA #Vaksin 
 #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMCoid 
 
 https://t.co/BGscv5WYdv",1
"Top News Koran Rakyat Merdeka
 
 Vaksinasi Menyangkut Hidup Mati Orang Banyak 
 Muhadjir Jamin BPOM Nggak Bakal Main-main
 
 @kemenkopmk @muhadjir_ef #vaksin #BPOM #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMCoid 
 
 https://t.co/wBoDwwqghE",1
"Top News Koran Rakyat Merdeka
 
 Jelang Program Vaksinasi Covid-19
 Netizen Dukung Pemerintah Siapkan Nakes Dan Vaksinator
 
 #Vaksin #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMCoid
 
 https://t.co/wVsnyUUrf3",1
"Top News Koran Rakyat Merdeka
 
 7 Persen Rakyat Tolak Vaksin Corona, Pak Luhut, Gimana Ini?
 
 #vaksin #sinovac #luhut #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMCoid 
  https://t.co/LVKObwpVFK",1
"Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. 
 
 Sayangi kesihatan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan 
 #PerlisMaju https://t.co/EvnHo5XfnR",1
"COVID-19 boleh dicegah menggunakan vaksin. 
 
 Beginilah cara vaksin berfungsi dalam badan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/wlLG5ERx2o",1
"Bisa #KembaliBertemu orang tua yang terkasih dan dirindukan memang menjadi hal yang tak ternilai bagi para tenaga kesehatan. Makanya kita sama-sama dukung mereka dengan terus menaati protokol 3M. 
 #VaksinUntukKita https://t.co/Lij4qGKILa",1
"Top News Koran Rakyat Merdeka
 
 Wapres AS Divaksin Duluan 
 Trump Merasa Kebal
 
 #MikePence #DonaldTrump #JoeBiden #Amerika #USA #Vaksin 
 #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMCoid 
 
 https://t.co/BGscv5WYdv",1
"Presiden Jokowi bersedia di vaksin pertama kali
 #BersatuLawanCovid19 #vaksin https://t.co/7aDxNpWfyj",1
Presiden Jokowi siap divaksin pertama kali. #BersatuLawanCovid19 #vaksin #Covid https://t.co/AxvRelmH3i,1
Presiden Jokowi siap divaksin pertama kali. #BersatuLawanCovid19 #vaksin #Covid https://t.co/AxvRelmH3i,1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 https://t.co/1mUFNW7O4K",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 https://t.co/1mUFNW7O4K",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"Tarif Tes Rapid, Antibodi, Antigen dan Swab PCR.
 #Covid_19 #COVIDIOT #COVID19Vic #VaksinUntukKita #Vaksin #vaksincovid19 #ketahananinformasi #timesindonesia https://t.co/Wqp0cK0Pse",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 https://t.co/1mUFNW7O4K",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 https://t.co/1mUFNW7O4K",1
"Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. 
 
 Sayangi kesihatan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/VbLmW1fgOc",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 https://t.co/1mUFNW7O4K",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"COVID-19 boleh dicegah menggunakan vaksin. 
 
 Beginilah cara vaksin berfungsi dalam badan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/wlLG5ERx2o",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 https://t.co/1mUFNW7O4K",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"5 Kelompok Prioritas Penerima Vaksin Covid-19.
 #VaksinUntukKita https://t.co/APg3XGrA7K",1
"Vaksin untuk memicu kekebalan Tubuh.
 #VaksinUntukKita https://t.co/6L7CqwivI2",1
"Jangan takut ya.
 #VaksinUntukKita https://t.co/Mjy75OrwUT",1
"Ternyata ini jawabannya, Terimakasih dok.
 #VaksinUntukKita https://t.co/uLQUcEiEmw",1
"Setelah menerima masukkan dari masyarakat, Presiden Jokowi siap pertama kali divaksin.
 #VaksinUntukKita https://t.co/Pfl82K5UtV",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 https://t.co/1mUFNW7O4K",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 https://t.co/1mUFNW7O4K",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 https://t.co/1mUFNW7O4K",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 https://t.co/1mUFNW7O4K",1
"Top News Koran Rakyat Merdeka
 
 Vaksinasi Menyangkut Hidup Mati Orang Banyak 
 Muhadjir Jamin BPOM Nggak Bakal Main-main
 
 @kemenkopmk @muhadjir_ef #vaksin #BPOM #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMCoid 
 
 https://t.co/wBoDwwqghE",1
"Jika 5 dari 10 perkataannya bohong, orang masih mikir-mikir ame sikapnye.
 
 Jika 10 dari 10 perkataannya bohong, lu pade ape masih percaya ame yang die lakuin?
 
 #VaksinUntukKita",-1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"Presiden Joko Widodo Bersedia Menjadi Orang Pertama disuntik Vaksin Covid-19
 #VaksinUntukKita https://t.co/roQhjAY2y7",1
"Presiden Joko Widodo Bersedia Menjadi Orang Pertama disuntik Vaksin Covid-19
 #COVID19 
 #VaksinUntukKita 
 #Vaksin https://t.co/2firQ6pZJf",1
"COVID-19 boleh dicegah menggunakan vaksin. 
 
 Beginilah cara vaksin berfungsi dalam badan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/wlLG5ERx2o",1
"COVID-19 boleh dicegah menggunakan vaksin. 
 
 Beginilah cara vaksin berfungsi dalam badan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/wlLG5ERx2o",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. 
 
 Sayangi kesihatan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/VbLmW1fgOc",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"Top News Koran Rakyat Merdeka
 
 Jelang Program Vaksinasi Covid-19
 Netizen Dukung Pemerintah Siapkan Nakes Dan Vaksinator
 
 #Vaksin #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMCoid
 
 https://t.co/wVsnyUUrf3",1
"Top News Koran Rakyat Merdeka
 
 7 Persen Rakyat Tolak Vaksin Corona, Pak Luhut, Gimana Ini?
 
 #vaksin #sinovac #luhut #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMCoid 
  https://t.co/LVKObwpVFK",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"Sekilas tentang tiga vaksin utama Covid-19.
 
 #Vaksin #PfizerBioNTech #Sinovac #Moderna #Covid_19 #iNewsid #IniBaruBerita 
 
  https://t.co/pwNJ9LoxSw",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"COVID-19 boleh dicegah menggunakan vaksin. 
 
 Beginilah cara vaksin berfungsi dalam badan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/wlLG5ERx2o",1
"COVID-19 boleh dicegah menggunakan vaksin. 
 
 Beginilah cara vaksin berfungsi dalam badan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/wlLG5ERx2o",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"Presiden Jokowi Bersedia Menjadi Orang Pertama disuntik Vaksin Covid-19
 #vaksin #covid_19 #jokowi https://t.co/2hbFYQSmMM",1
"Presiden Jokowi Bersedia Menjadi Orang Pertama disuntik Vaksin Covid-19
 #vaksin #covid_19 #jokowi https://t.co/V2k6CpW5ZG",1
Presiden Joko Widodo Bersedia Menjadi Orang Pertama disuntik Vaksin Covid-19 #VaksinCovid19 https://t.co/rLt1RGa4YS,1
"Orang pertama Indonesia, menjadi yang pertama di vaksin covid-19 #VaksinCovid19 https://t.co/wBPRhDyXxt",1
Presiden Jokowi SIAP menjadi pasien pertama penyuntikan vaksin #VaksinCovid19 https://t.co/8Yb7IKI5VG,1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"Bismillah FOUNDING TITAN
 
 #VaksinUntukKita 
 https://t.co/9Tarv0Cp49",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"Lindungi orang yang kita sayang dengan vaksin.
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/2f18p5aqmJ",1
"Dengan dukung satu sama lain, masa-masa seperti ini pasti akan segera terlewati. Diaminin aja yah semua ini cepat berakhir, dan kita semua bisa menata hidup yang lebih baik lagi dengan bantuan vaksin! 
 
 #VaksinUntukKita https://t.co/7Ol220FPLV",1
Benarkah kita bisa dipidana jika menolak divaksinasi COVID-19? 😰😰😱 #Pidana #Vaksin #KlinikHukumonline #Hukumonline https://t.co/ifjPoqTtyN,1
"Vaksinasi merupakan langkah yang aman dan umum dilakukan di dunia, termasuk di Indonesia. #Vaksin https://t.co/dEzo0KNd1y",1
Semoga dengan vaksinasi yang akan datang di Indonesia nanti bisa membantu mencegah penyebaran Covid-19. #VaksinUntukKita,1
"Bisa #KembaliBertemu orang tua yang terkasih dan dirindukan memang menjadi hal yang tak ternilai bagi para tenaga kesehatan. Makanya kita sama-sama dukung mereka dengan terus menaati protokol 3M. 
 #VaksinUntukKita https://t.co/Lij4qGKILa",1
"Saya 📌 pin disini sebagai pengingat dan catatan 🗒️
 Semoga perintah #presidenku terlaksana dengan sebaik baiknya.
 #VaksinUntukKita https://t.co/dazYHXuYIt",1
"Prof. Zubairi Djoerban selaku Ketua Satgas Covid-19 Ikatan Dokter Indonesia menjelaskan bahwa Ikatan Dokter Indonesia (IDI) akan mendukung vaksinasi setelah EUA keluar. 
 #VaksinUntukKita https://t.co/DnPi1qgoYY",1
"Aturan, mutus rantai penyebaran dan penularan #COVID19 asli makin kesini makin bikin mikir.
 Sekolah online, #pilkada offline.
 Denda ada lagi, itu uang denda masuk kas negara untuk apa? Untuk tenaga medis kah? Beli #Vaksin kah? Buat apa kalo ujung2 vaksin beli sendiri.
 #PanenRaya!",-1
"Dengan kehadiran vaksin, Organisasi Kesehatan Dunia (WHO) menghimbau negara-negara buat melakukan perencanaan awal distribusi vaksin Covid-19 agar proses vaksinasi nantinya bisa dilakukan dengan cepat dan efisien! 
 
 #VaksinUntukKita https://t.co/EgWFlF4I5I",1
"Tidak ada kata lelah bagi mereka untuk melawan Covid-19 di Wisma Atlet. Sekarang, sudah saatnya kita semua #KembaliBersatu melawan pandemi ini dengan sama-sama disiplin menerapkan protokol 3M. 
 #VaksinUntukKita https://t.co/DwTKPuVdeF",1
"COVID-19 boleh dicegah menggunakan vaksin. 
 
 Beginilah cara vaksin berfungsi dalam badan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/wlLG5ERx2o",1
"Minggu ini ada berita apa aja ya tentang vaksin? Simak selengkapnya di Berita Baru Vaksin kali ini, yuk! 
 
 #VaksinUntukKita https://t.co/KhSOFxFBAs",1
Menteri Kesehatan Spanyol Salvador Illa pada Jumat (18/12) mengatakan vaksinasi COVID-19 akan dimulai di Spanyol pada 27 Desember #vaksincovid-19 https://t.co/yrJMxlXVsy,1
"Kalo di berita sih katanya beberapa negara udah pada siap proses vaksinasi. Nah, penasaran nggak sih kalo di Indonesia sendiri udah sejauh mana persiapannya?
 #VaksinUntukKita",1
"Jadi kapan nih #VaksinUntukKita dan #vaksingratisutkrakyat itu mulai di suntikan ke orang pertama, pengen liat reaksinya secepat mungkin. https://t.co/HzpnSWMNHF",1
"Bisa #KembaliBertemu orang tua yang terkasih dan dirindukan memang menjadi hal yang tak ternilai bagi para tenaga kesehatan. Makanya kita sama-sama dukung mereka dengan terus menaati protokol 3M. 
 #VaksinUntukKita https://t.co/Lij4qGKILa",1
"Anvisa : Sinovac menggunakan kriteria yang ""tidak transparan"" untuk mendapatkan persetujuan darurat atas vaksin CoronaVac.
 
 Bagaiman dengan #VaksinUntukKita di Indonesia??? 
 https://t.co/fXcks3BNaU",1
"3 Alasan vaksin covid-19 hrs gratis untuk seluruh Rakyat.
 
 This 👇:
 
 #vaksinuntukkita 
 #vaksingratis
 #freevaccines https://t.co/aS6NWTm2GO",1
"Waduh, abis disuntik vaksin covid-19 langsung pingsan !!! 
 #VaksinUntukKita Gimana jadinya nih? 
 https://t.co/nMMPpU804n",-1
"COVID-19 boleh dicegah menggunakan vaksin. 
 
 Beginilah cara vaksin berfungsi dalam badan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/wlLG5ERx2o",1
"sedikit info ttg vaksin corona... 
 
 #VaksinCovid19 
 #VaksinCovid19 https://t.co/otIM5xyzps",1
"Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. 
 
 Sayangi kesihatan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/VbLmW1fgOc",1
"COVID-19 boleh dicegah menggunakan vaksin. 
 
 Beginilah cara vaksin berfungsi dalam badan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/wlLG5ERx2o",1
Benarkah kita bisa dipidana jika menolak divaksinasi COVID-19? 😰😰😱 #Pidana #Vaksin #KlinikHukumonline #Hukumonline https://t.co/ifjPoqTtyN,1
"Sambil kita menunggu dan percayakan vaksin Sinovac di Indonesia kepada BPOM, disiplin 3Mnya harus tetep jalan ya! 
 
 Sumber: https://t.co/82APsyPVwW
 https://t.co/HQCCGoOGlj
 
 #VaksinUntukKita",1
"Ternyata negara-negara ini juga berencana membeli dan bahkan mulai menetapkan tanggal pemberian vaksin Sinovac. 
 
 #VaksinUntukKita https://t.co/5zoyAkkoQh",1
"Kabar gembira nih, gaes! Vaksin Covid-19 bakal diberikan gratis, gak pake syarat apa punt. Jadi buat masyarakat yang terdaftar maupun yang tidak terdaftar di BPJS Kesehatan bakal dikasih vaksinnya nih. 
 
 #VaksinUntukKita https://t.co/69ug5JNBi6",1
"Tidak ada kata lelah bagi mereka untuk melawan Covid-19 di Wisma Atlet. Sekarang, sudah saatnya kita semua #KembaliBersatu melawan pandemi ini dengan sama-sama disiplin menerapkan protokol 3M. 
 #VaksinUntukKita https://t.co/DwTKPuVdeF",1
"COVID-19 boleh dicegah menggunakan vaksin. 
 
 Beginilah cara vaksin berfungsi dalam badan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/wlLG5ERx2o",1
"Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. 
 
 Sayangi kesihatan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/VbLmW1fgOc",1
Benarkah kita bisa dipidana jika menolak divaksinasi COVID-19? 😰😰😱 #Pidana #Vaksin #KlinikHukumonline #Hukumonline https://t.co/ifjPoqTtyN,1
Benarkah kita bisa dipidana jika menolak divaksinasi COVID-19? 😰😰😱 #Pidana #Vaksin #KlinikHukumonline #Hukumonline https://t.co/ifjPoqTtyN,1
"COVID-19 boleh dicegah menggunakan vaksin. 
 
 Beginilah cara vaksin berfungsi dalam badan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/wlLG5ERx2o",1
"Bila dalam vaksin ada mikrocip, mesin buat bikinnya sebesar apa, ya? 
 #VaksinUntukKita",1
"Selandia Baru akan berikan vaksin gratis bagi bagi 5 juta warganya dan juga penduduk negara tetangga. 
 
 Selandia Baru membeli vaksin dari 4 perusahaaan farmasi berbeda agar setiap kelompok populasi bisa mendapatkan vaksin yang cocok untuk mereka. 
 
 #vaksin #jacindaardern #covid https://t.co/n2WoEK21iv",1
"Coba share lo dapet screenshot yang mana dong gengs~ Eh tapi dapet yang manapun, yuk sama sama tetap mematuhi protokol kesehatan 3M kapanpun lo harus berada di luar rumah.
 
 #VaksinUntukKita https://t.co/Mx3h1l4BCa",1
"COVID-19 boleh dicegah menggunakan vaksin. 
 
 Beginilah cara vaksin berfungsi dalam badan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/wlLG5ERx2o",1
"DAVID ROCKERFELLER secara gamblang &amp; terbuka mengakui kalo ia menginginkan DEPOPULASI
 
 Yayasannya sendiri yg membidani WHO &amp; ada dibalik kebijakan sertifikasi vaksin
 
 Pertanyaannya, mengapa orang yg menginginkan kematian manusia tp kemudian menolong dgn vaksinasinya?
 
 #Vaksin https://t.co/8Ta51eMgey",1
"Kami #Projo siap di Vaksin #Covid19
 
 #SetiaDiGarisRakyat 
 #bersamalawancovid19 
 #vaksin #vaksìncovid19 https://t.co/b8JwXcAGzT",1
"Masyarakat perlu menyadari bahwa kesehatan mereka adalah aset terpenting, dan juga menyadari kesehatan adalah investasi jangka panjang. #Vaksin https://t.co/oXXIpBnMAI",1
"Bahan Haram Vaksin Covid 19 : Sampai Bila Nak Guna Alasan Darurat? - Datuk Nadzim Johan.
 #LogoutMalaysia #vaksincovid19 #darurat
 https://t.co/lDQDnC0rlq",-1
"COVID-19 boleh dicegah menggunakan vaksin. 
 
 Beginilah cara vaksin berfungsi dalam badan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/wlLG5ERx2o",1
"Ternyata negara-negara ini juga berencana membeli dan bahkan mulai menetapkan tanggal pemberian vaksin Sinovac. 
 
 #VaksinUntukKita https://t.co/5zoyAkkoQh",1
Perawat pingsan setelah menerima vaksin covid di rumah sakit CHI Memorial di Amerika 🙏 #VaksinCovid19 https://t.co/WcP5znrdrY,-1
"Gak cuma Indonesia yang akan menggunakan vaksin Sinovac. 
 
 #VaksinUntukKita https://t.co/zqz2vwaKIl",1
"Kegiatan terbatas rasanya udah jadi temen sehari-hari bagi @nazlaalifa, @ninda_felina, @sopyanmf, dan @felixvergie15. Semuanya tertunda karena harus karantina diri. 
 
 #VaksinUntukKita https://t.co/ATB29hubcY",1
Vaksin Covid-19 Gratis Untuk Masyarakat #vaksinGratis https://t.co/BkTvbGtNiU,1
"COVID-19 boleh dicegah menggunakan vaksin. 
 
 Beginilah cara vaksin berfungsi dalam badan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/wlLG5ERx2o",1
"COVID-19 boleh dicegah menggunakan vaksin. 
 
 Beginilah cara vaksin berfungsi dalam badan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/wlLG5ERx2o",1
"Catatan: Seluruh tim yang terlibat pada proses perekaman video ini telah mematuhi protokol kesehatan dan telah melakukan tes swab antigen. Jangan lupa untuk senantiasa menggunakan masker, mencuci tangan, dan menjaga jarak. Mari bertahan sebentar lagi!
 
 #VaksinUntukKita",1
"Tujuan kita sama, mau bebas ke sana kemari seperti sedia kala. Setelah ada vaksin nanti, semoga kita bisa saling berjabat tangan lagi.
 
 #VaksinUntukKita",1
"Kegiatan terbatas rasanya udah jadi temen sehari-hari bagi @nazlaalifa, @ninda_felina, @sopyanmf, dan @felixvergie15. Semuanya tertunda karena harus karantina diri. 
 
 #VaksinUntukKita https://t.co/ATB29hubcY",1
Opsi investasi terkini #vaksincovid19 #BigPharma #Investment #saham https://t.co/0Gi5KAcLSD,1
"COVID-19 boleh dicegah menggunakan vaksin. 
 
 Beginilah cara vaksin berfungsi dalam badan kita!
 
 #KomunikasiKita
 #VaksinCOVID19 
 #JabatanPenerangan https://t.co/wlLG5ERx2o",1
"Ternyata negara-negara ini juga berencana membeli dan bahkan mulai menetapkan tanggal pemberian vaksin Sinovac. 
 
 #VaksinUntukKita https://t.co/5zoyAkkoQh",1
"Gak cuma Indonesia yang akan menggunakan vaksin Sinovac. 
 
 #VaksinUntukKita https://t.co/zqz2vwaKIl",1
"Maka sudah saatnya pemerintah #Indonesia tegas. Tidak ada lagi toleransi atas peraturan #vaksin. Mereka yang melanggar, harus dipenjarakan dengan dalih keselamatan nasional. Apalagi itu sah mengacu pada sila ke-5 #Pancasila.
 
 #vaksinasi #COVID19 #vaksingratisutkrakyat #antivax",1
"Marwan pun meminta masyarakat tetap menerapkan adaptasi kebiasaan baru protokol kesehatan 3M. Yaitu memakai masker, mencuci tangan, dan menjaga jarak. #vaksincovid-19 https://t.co/tWwyQcAJxx",1
"Perjuangan mereka sendiri telah memakan korban. Di #Eropa, mereka telah menyebabkan gelombang wabah cacar air menjadi susah dikendalikan. Virus yang sudah dilemahkan tak bisa kebal dengan virus yang bermutasi di para #antivax.
 #COVID19 #vaksin #antivaxxers #antivaxx #vaksincorona",1
"Aksi Konyol Pria Lempar Bom Molotov ke Rumah Pacar, Sakit Hati krn Cintanya Diputus https://t.co/7FrPhVjMuq #pakaimasker #JagaJarak #cucitangan #jagakesehatan #ingatpesanibu #CuciTanganPakaiSabun #BersamaLawanCorona #fdnbanggalokal #FilmMelankolia #malamminggu #VaksinUntukKita",1
"Bahkan makin ke sini, insinuasi dan halusinasinya semakin runcing. #Antivax tak hanya menyeret Tuhan, mereka membawa roh halus seperti kesurupan siluman buaya atau konspirasi new world order.
 
 #Vaksin #vaksincorona #antivaxxers #antivax #antivaxx #COVID19",1
"Inilah kemudian yang hingga kini, banyak sekali para #antivax menggunakan dalih kebebasan kesehatan sebagai ujung tombak argumen mereka.
 #Vaksin #vaksinasi #antivaxx #vaksingratisutkrakyat #cobid",1
"Liga tersebut berdiri dengan tujuan melindungi kebebasan dari para manusia, yang ""dikekang"" oleh peraturan wajib #vaksinasi itu sendiri. Perlawanan mereka sendiri, salah satunya dilakukan dengan memalsukan dokumen sudah vaksinasi.
 #vaksin #antivaxxers #antivax #COVID19 #antivaxx",1
"#Vaksin, dia lawan menggunakan dalih teologis yang amat sempit. Setelah itu gerakan ini makin menjamur dan pada abad ke-19, saat #Inggris mewajibkan #vaksin mereka membuat organisasi Liga Anti-Vaksinasi.
 #vaksinasi #antivaxxers #antivax #antivaxx #vaksinasi #covid19",1
"Jadi, gerakan #antivax ini sudah ada sejak abad ke-18. Ketika itu, Pendeta Edmund Massey di #Inggris menyebut #vaksin sebagai ""operasi jahat"" dalam tiap khotbahnya. Dia mencela #vaksinasi, sebagai upaya menantang hukuman Tuhan atas dosa umatnya.
 #antivaxx #antivaxxers #COVID19",-1
