text;sentiment
fix gaapa sekolah online terus kalo misal aku seproduktif ini;positive
 apasi anying gausah sekolah aja lah kalo gasuka tugas dikira sekolah online maksudnya liburan kali ya jadi ;netral
yuk yang udah gabetah sekolah online nongkrongnya kurang kurangin ya kalo ga penting lama lama bukan sekolah aja online tp berobat juga jgn harus lewat alodokter karna dokternya pada positif covid ;negative
ya lu pikir aje dah siapa sih yg mau sekolah dan kuliah online nadiem kalo bisa teriak gue pusiiiinggg udh teriak kali tuh;negative
i have mixed opinion bortut this tbh semua orang juga gamau sekolah onlen tapi terpaksa karna corontol ini tapi online learning disini sama sekali ga berasa kayak online learning kek gimana ya yang kita lakuin sehari cuma absen dapet tugas nonstop dikasih ppt tiba ulangan ;netral
agak cape sekolah online belajar iya masuk otak ngga ;negative
 warga tiap  mas iku malah wes setahun an ono ne dudu mergo sekolah online pandemi gonko kan gengsinan mas  kae pasang kene yo kudu pasang dadi bersaing tiap  klurahan gonku masuke negri mas bukan swasta lurahe ae soko luar daerah dadi yo gak mungkin hhhhh;netral
aku setuju makanya mari kita sta normalizing cuti kuliah ngulang tahun depan dan berhenti sekolah setahun karena ya kalau tidak kuat belajar online jangan dipaksa mending berhenti dulu saja ;netral
apa yg slaah sih siswa ini hanya menyampaikan keresahannya toh gak mentah juga langsung tolak benerkan kalau ada beberapa siswa karena fasilitas gak bisa ikut sekolah online benerkan chemistry antar guru dan murid gak terbentuk jelas lah dia tolak sekolah online permanen ;netral
 siap sender jago anak jaman dulu mana pernah ngerasain keselnya guru ga jelasin materi pas sekolah online;negative
corona kapan kelar ya allah gua gamau sekolah online gini anjing pinter kaga makin goblok mah iya;negative
adakah teman twitterku yg mengalami langsung sekolah online ini entah sbg pengajar atau murid mau dong diajak diskusi ;netral
sungguh serba salah sempet kepikiran beberapa ide supaya online school bisa berlangsung dengan optimal tp ternyata sekolah tatap muka bener eliminating banyak faktor yg mengganggu pendidikan anak yg paling jelas adalah self discipline ;netral
 pinter engga goblok iya anak sekolah online liburan engga tugas nambah anak rebahan ;negative
 semoga makin sukses sehat selalu makin sayang nctzen sijeuni bahagia terus jugaa happy bihday na jaemin happyjaeminday wml buat adik aku sekolah online hyung kalo dapet pulsanya ;positive
sekolah online penghancur niat serius belajar;negative
dalam situasi pandemi ini kita sebagai remaja yang sedang aktif aktifnya dalam bereksplorasi dan menemukan jati diri tentunya jadi ngerasa serba terbatas ya sekolah dan kuliah jadi online tempat hangortut tutup sama temen harus jaga jarak dan masih banyak lagi ;netral
 i know sekolah online itu susah dikasih tugas tapi gadiajarin gadikasih buku tapi tetep attitude no bgst bgt lo dek dek ;negative
 aku ngalamin malah gk cuma adekku tapi ada temennya juga yg ikut sekolah online barengan dirumah makin puyenggg;negative
liat ada yg rambutnya merah mentang sekolah online ;netral
 sekolah online ada presentasi gak ;netral
tolong bantu anan buat hidup di masa pandemi ini harusnya jualan di sd deket rumah tp skrg krn sekolah via online keluarga ga dpt penghasilan apa apa selain mamahku yang ngegrab dan jualan dagangan sekolahan di rumah yg penghasilannya ga sbrp dibanding pas sekolah ;netral
boleh ngeluh gasi jujur aku capek sekolah online capek harus di rumah terus capek sama kehidupan semua maksa ini dan itu aku ini manusia loh bukan robot ;negative
 pak haji mohon maaf saya hanya menyampaikan dilema murid pengajian bocah kecil yg sering datang ke rumah org minta diajarin ngaji kerumah ternyata ada diantara mereka suka bolos sekolah walaupun via online ternyata karena mereka tak punya hp adakah solusinya ;netral
bosan sekolah online mulu ;negative
 kebutuhan sekolah itu kebutuhan individu buat dapetin ilmu pengetahuan kalau dia sendiri bilang kalau siswa jadi lebih malas dalam belajar online ga usah muna deh offline pun kebanyakan sama aja kesadaran dalam diri sendiri yang belum tumbuh malah sistem yang disalahkan;netral
 memang proses belajar online memiliki tk kesulitan yg tinggi dibanding yg reguler tp dimasa pandemi c perlu komitmen dan konsistensi dr sekolah scr disiplin menerapkan protokol kesehatan pd semua sivitas akademika agar c tdk menyebar ke anak kita ;netral
well gue sependapat sama yg bikin story sih even gue udah hampir gila karena ngajarin adek gue yang kelas sd buat sekolah online but yah kita mau ga mau buat ngadepin pandemi tuh ya gini at least kalau lo udh bosen sama yg namanya di rumah aja kenapa gak bantu biar ;negative
cape ngga sih sekolah online tuh tapi mau gimana lagi ahh ajg corona udahan dong ;negative
 ade gue yg sekolah online gue yang pusing helppppp;negative
 adek w sampe nangis dan ngadu ke gurunya kalo sekolah online cuma bikin stress sama batin ;negative
 gua bingung masih banyak yg protes soal sekolan kuliah online dalam kondisi cukup dan mampu toh lu harusnya bersyukur ma ;netral
 halo ka araa semoga sehat dan bahagia selalu yaa semoga rezekinya makin lancar dan semoga ini rezeki aku buat beli kuota untuk sekolah online wish me luck mtvhotttest ;positive
haloo aku mau minta tolong ke kalian untuk jawab peanyaan aku dong soalnya aku mau pake buat tugas untuk merayakan agustus apa sekolah kalian ada ngadain lomba online kalo ada tolong sebutin yaaa makasih sebelumnya ;netral
 la bhs indonesia nya gedang apa hmmm gatau pi pisaaaaaang kalo bhs inggris nya pisang ba nyaut cepet babiiiiiiii pantes emak pada emosi anaknya sekolah online muluu ;negative
makin lama sekolah online makin paham aja paham akan ketidakpahamanku sksksksksk;negative
 aku zaman sekolah mana pandai weh kelas pun belakang typical always blame the past dah tahu zaman sekolah tak perform perform la in adulthood online class yortutube etc c mon phone canggih memasing sampai ada yang loan takkan loan semata utk filter ig je ;netral
jujur cape bgt ngerasa kayak xlipat lebih cape dari sekolah biasa mataku pusing mantengin komputer teruss tugas juga uwahhh banyak bgt susah sih sekarang ak kls dan belajar online gini banyak materi yg gabisa susah untuk aku pahami kalau belajarnya g tatap muka ;negative
ribut sekolah online gara orasi dramatis dari seorang siswa sma pendapat saya adalah saya setuju sekolah online tapi tidak sekarang rapat dlu buat konsep yg jelas upgrade koneksi utk daerah pikir solusi gadget utk anak krg mampu gmn dll dsb mulai sekolah jan ;netral
 sekolah online takkiro le tempuk yo online jebul ora to ;netral
 pandemi sekolah online hahahaha berkesan banget;netral
dah capek sekolah online titik ;negative
walau gasuka sekolah online tapi emg bener sih ;negative
tiba tiba penasaran sama sistem sekolah online di luar negeri sama ga ya kaya di indo;netral
 iri gue liat mereka sekolah online pinter anjir;netral
 padahal sekolah online kakanya belom beres udah pusing ditambah pusing lagi ;negative
 bukan hanya di sumatera di kalimantan juga sangat parah beberapa hari belakangan ini aplikasi m banking sering gagal login karena jaringan google drive tidak bisa dibuka loading terus tidak bisa akses file padahal sangat perlu untuk akses tugas sekolah online;negative
capek sekolah online tapi gamau sekolah ofline terus gua maunya apaa anj ;negative
ok sekolah online gpp tp ukt turunin ya ;netral
 sebenernya agree and disagree soalnya ya kita tau sendiri beberapa tempat memang ga mendukung buat koneksi internet yang dibutuhkan tiap hari dan juga kondisi ekonomi setiap orang berbeda beda jadi sekolah online mungkin sedikit membebani mereka ;netral
 padahal le sekolah ae online kabeh lho ora iso mbleyer neng ngarepan sekolah ora iso godani ciwi e ora iso ngelirik ae diarani nantang lha kok yo tep do tawuran kudune le tawuran online ;negative
ngges rarujit aing teh bosan kana sekolah online ;negative
 sementara anak lain banyak yg gak mampu beli smaphone buat sekolah online bener gak punya empati;negative
serius sekolah online cape banget aku hari ini nangisin tugas doang ;negative
 sekolah online ngedrop pakbon po brow wkwk;netral
 peanyaan gua untuk apa online school kalo anak anak masih main keluar sama temennya kemana mana yang di mana lagi orang tuanya keluar rumah untuk beberapa keperluan dan kurang mengawasi anaknya bukannya lebih baik mereka pelajar pergi sekolah dari pada main keluar ;negative
bener jg sihbalik lagi ke masing muridnyamau serius sekolah nggkklo pun dr anknya gk seriusmau online atopun offline ya sama ajaah ;netral
 udah lulus mau bohong ga enak cuma karena pulsa k ngarang kelas online muehehee ngalah sama yang masih sekolah dulu ;netral
 seandainya mobil itu berfungsi dengan baik nggak kesulitan anak sekolah bela ;negative
 seandainya mobil itu berfungsi dengan baik nggak kesulitan anak sekolah belajar online;negative
 pun sekolah libur tapi les les tatap muka tetap dibuka malah makin menjamur salah satu guru yang me ;netral
dear please lah gua ga nntn film dari jendela smp tapi mereka mereka yg masih underage jadi nonton beginian mereka yg masih polos dan awam seketika paham dunia luar dan tahu apa itu cinta mereka bukannya belajar ken sekolah online tapi malah nunggu eps selanjutnya ;netral
 setuju emang kadang siswa tuh kek ngeremehin alah sekolah online aja bisa ditinggal tidur bisa ditinggal main twitter bisa scroll fyp nanti masalah tugas mah gampang tinggal googling atau nyontek temen nah rata rata siswa mikir gitu jadi mereka gabisa memahami materi cont;positive
 klo spill nama sekolah bs tawuran online ya ;netral
dan orang orang berprivilege yang cuma bisa ngeluh kalo online learning gak efektif buat belajar lo ya lo harus cari cara belajar sendiri gak usah komplain karena lo masih mending bisa dapet akses sekolah learning ;positive
kita gak bisa terus an nyalahin keadaan tapi kita harus mikir gimana cara kita adaptasi sama kemungkinan buruk kaya gini gimana pun pendidikan harus tetap jalan jadi sekarang tinggal cari solusi untuk anak anak dipedalaman dengan memudahkan mereka dapet akses sekolah online;netral
mbok tawuran online wae wong sekolah e sekolah online wkwk ;netral
 corona buruan kelar kek kasian otak gw ga ngerti pelajaran sekolah kalo online school;negative
 tapi gue gitu gara capek nugas tugasnya makin numpuk idup gue cuma nugas mulu gara online class bro i relate thoo mau marah tp gak punya kuasa akhirnya yaudah ngerjain tugas walo engap tapi buka sekolah juga bukan keputusan yg bijak di tengah pandemi gini ;netral
 acara tv dri pagi sampai siag di isi sama pelajaran sekolah tvri kelas sd sd sctv kelas smp smp indosiar kelas sma sma rcti kelas mts mts net kelas aliyah aliyah sisitem absen bisa lewat sms wa atau media online;netral
corona buruan kelar kek kasian otak gw ga ngerti pelajaran sekolah kalo online school;negative
 selamat malam firstmedia saya menginginkan adanya kompensasi kerugian materiilkrnwifi firstmedia brmasalah haritrus trang kami rugi kita harus keluar biaya ekstra beli paket internet operator lain utk sekolah onlinesedang kalau trlambat bayar kita didenda tq;netral
 sekolah online dap ;netral
 enak offline asli jadi banyak duit sekolah online dompetku kemarau ;negative
 min wifi indihome saya los terus dan sudah diresta dll tetap los tolong ditindak lanjuti karena untuk sekolah online adik saya besok;netral
 tapi kalo barang kebutuhan sekolah mah tetep minta ortu walaupun belinya online tapi barang selain keperluan sekolah belinya hasil nabung;netral
percayalah negara manapun tidak ada yang benar benar siap dengan sekolah online tapi itu pilihan yang mau tidak mau harus diambil karena demi tidak adanya korban yg lebih ;positive
taun lalu ak an main panas panasan satu sekolah main bareng minggu sekarang ya kali tarik tambang online;netral
 kalo aku anak tetangga anak sodara yang sekolah online malah aku yang pusing ;negative
it s just show yortu re lacking of responsibility for yortur own future kalo lo masih ngeluh sekolah online gini gitu when a lot of people kurang beruntung karena sulit dapet akses mendingan sekarang cari solusi gimana caranya bantu mereka dapet akses online school;netral
 gerakan wifi gratis nasional ansorpedulipendidikan;netral
 ademnya sekolah online ayah nya wfh aku nya ngajar online ayo sharing gmna ngajarin ayah yg masih bingung sama wfh dan ade yg ga ngerti pelajaran ;positive
ya gimana ya kan gak semua sekolah bisa face to face sekarang mau gak mau belajar harus online kalo online kan kita pasti butuh yg namanya gadget dan internet ;netral
sdf ajakin aku dulin po o rek mblenger aku sekolah online;netral
 adeknya yg sekolah online kaka nya yg ngerjain hmm;negative
 gue setuju sama sekolah online yang gak setuju sama gurunya njink ngasih tugas kok seenaknya pelajarannya besok eh soal udah nongol duluan aish babiq;netral
 why sibuk sekolah online cha ;netral
 nitip kak terima segala pesanan termasuk banner bon kwitansi cv buat kerja yang lulus vvip corona dll bisa di tanyain dm aja costum dan random yang sekolah online bisa ngetik tugas atau buat makalah online ;netral
 nitip kak terima segala pesanan termasuk banner bon kwitansi cv buat kerja yang lulus vvip corona dll bisa di tanyain dm aja costum dan random yang sekolah online bisa ngetik tugas atau buat makalah online ;netral
 nitip kak terima segala pesanan termasuk banner bon kwitansi cv buat kerja yang lulus vvip corona costum dan random yang sekolah online bisa ngetik tugas atau buat makalah online;netral
corona serius nih nanya gak pengen udahan apa heran lo adik gua yang sekolah online dia yang di kasi materi ngapa gua yang riweh sii ;negative
 indihom tapi plus tv nya juga sih k kecepatan mb buat adek w sekolah online sih lancar aja;netral
 gw sih pro pro aja sekolah online tu kek the best option yang pemerintah punya buat saat pandemi kaya gini ga si daripada sekolah offline jalan tapi yang positif tambah banyak kan malah bikin pandemi ini ga selesai selesai ;positive
sekolah terpaksa diliburkan sehingga aktivitas belajar mengajar dilakukan secara online jadi gimana sih kegiatan dan kendala nya yuk sejenak luangkan waktu untuk melihat pendapat anak bangsa yang berjuang belajar walaupun dengan keadaan baru newnormal semuamuridsemuaguru ;netral
 indonesia mau lokdown selamanya buat anak sekolah karena di sekolah guru kurang di percaya mengajar anak sekolah jaga protokol kesehatan makanya sekolah tutup terus biar yg tidak tau online tak punya uang beli fulsa dan hp endroid makin bodok dan ketinggalan;negative
 sumpah woy adanya sekolah online temen gua pelit semua gak ada yang peduli dengan gua pas gue susah apalagi di chatkamu uda ;negative
 pernah bolos pas sekolah online ga ;netral
tuhan tolonglah pademi ini cepet berakhir sekolah online terus temen makin gaada ;netral
 hallo gimana ini internet nya blum pulih juga kan butuh utk kami work from home dan anak kami sekolah online ;netral
masalah sekolah kuliah online bukan masalah setuju tidak setuju tapi ini masalah siap dan tidaknya baik bagi pemerintah maupun pelajar tidak semua pelajar siap karena keterbatasan alat dan jaringan sea pemerintah harusnya mempersiapkan plan a dan b ;netral
 sama sekolah online ya kalo menurut mbak malek itu bikin keteteran mending rest aja kak dari pada ganggu jugaa menurutku si gituu;netral
 hmmm mungkin kalo di daerah yang emang sulit untuk sekolah online masih bisa diwajarkan tapi kalo untuk daerah kayak jabodetabek yang rata untuk mendapatkan fasilitas untuk sekolah online lebih mudah ya gak masuk sih ;netral
 tsukasa tiduran di sofa tanpa kerjaan prnya sudah selesai semua asik sekali bukan sekarang tinggal sekolah online game sta mavis logged in day ;netral
 kalo ane jadi presiden dalam kondisi wabah covid yang lagi merajalela ini ditanya soal anak sekolah apakah lebih milih ;netral
sumpah woy adanya sekolah online temen gua pelit semua gak ada yang peduli dengan gua pas gue susah apalagi di chatkamu udah tugas yang ini dia bilang belum ngerjain lur eh tau tau udah ngumpulin aja kan kezel jujur aja ngapa sih nasib otak pas pas an ya seperti gue ini ;negative
gue sekolah online cuma absen jawab salam dari guru nyalin tugas temen nyimak sumpah ga ada yang masuk ke otak materinya;negative
cuitannya tersebut menurut penyanyi berusia tahun itu merupakan bentuk ekspresinya sebagai orang tua siswa ;netral
 min tolong dong jangan karna saya lapor cuma dari twitter jadi slow resp katanya bakal ada teknisi tp blm dtg sampai skrg los merah dari kmrn malem min kami butuh wifi buat sekolah online tolong kirim teknisi segera min terima kasih;netral
 wkwkw aku juga ikutin merekaa lg pada sekolah online ;netral
 nganterin doi sekolah di new normal dateng cm ngaji bentar trus pulang lg belajarnya teteeuupp online dooonggg ________________________________ sakha playgrortup alhasanah bengkulu newnormal di paud it al hasanah ;netral
nganterin doi sekolah di new normal dateng cm ngaji bentar trus pulang lg belajarnya teteeuupp online dooonggg ________________________________ sakha playgrortup alhasanah ;netral
 kelaman kang ojek saya sudah psang indihome untuk bantu anak sekolah belanja online;netral
 iyakann aku udah dibikin nangis karena tugas sekolah online ;negative
 sambut hut ke ri ansor polewali mandar beri layanan wifi gratis respect buat aksi sosia ;netral
ini bener tp yg agak gw kurang suka di sekolah online itu guru kadang suka ngasih materi tanpa menjelaskan dan suka ngasal ngasih tugas jd ya guru juga jgn keenakan wkwkwk ;negative
 ansorpedulipendidikan program wifi gratis untuk siswa sekolah juga dilaksanakan pc gp ansor jakaa selatan jakaa pusat ;positive
sekolah online fak lah;negative
 jujur aku menikmati kok sekolah online tanpa mandang fasilitas yaa skl aku mulai jam selesai jam tugasnya juga sama banyaknya kayak sekolah offline kalo offline juga ga menjamin aku ngerti materi menurut aku kita ngerti materi itu tergantung pribadi masing ;positive
 ponakan sekolah online aku kuliah online dortuble kill ;negative
 wish me luck buat adik aku sekolah online dia pake telkomsel hyungg ;positive
 ih sibuk banget aku sekolah online sama tugas numpuk huhuhu ;negative
baru aja sebulan sekolah online dah ribet panjang umur bpk ibu guru saat sekolah offline ;negative
 sekolah kuliah online itu ngga enak emang tapi coba bayangin dari pembelajaran online kita bisa ngurangin angka penyebaran covid jangan jadi orang egois lu offline ga online juga cuma haha hihi kan ngeluh boleh sekali dua kali kalo keterusan namanya kebablasan ;negative
sekolah online kudune tawuran e yo online kwkwk ;netral
gua skrng smnjak sekolah online lbh sering buka tt drpd twitter soalnya kalo twitter agak cape gitu dan pengennya gua tau apa aja yg lg ada di twitter jd cape kalo tbtb ngerefresh sndiri tp gara gara buka tt mulu jd ketinggalan berita bangtan soalnya disono banyaknya halu mulu ;netral
 samaaa jujur sekolah offline itu cape bgt berangkat jam pagi pulang jam sore setengah baru sampe rumah lanjut ngerjain tugas yang sama banyaknya kayak sekolah online belum lagi aku ada les sana sini;netral
adek gue yg sekolah online malah gue yg pusing asu asu ;negative
bayangin gue pppj online udah sekolah online ini sampe pendidikan profesi juga online haha jd apa gw;netral
 lu ngerasa ga si semenjak sekolah online peran guru disini gada mereka cuman dateng ngasih tugas terus nyuruh kita miki ;negative
akuuu tiap hari telat kerja grgr adek sekolah online ;negative
 dari kota hingga pelosok negeri gp ansor peduli terhadap dunia pendidikan dengan meluncurkan program wi fi gratis untuk ;netral
 gua gasuka sekolah online kayak pengen mati;negative
 iya gatel klo gk ngepost sehari aj semenjak sekolah online agak berkurang;netral
 murid guru sama pemerintah harus ambil jalan tengah gimana semua merasakan fasilitas supaya akses kelas online ini ttp berjalan dengan baik sampe sekolah dibuka lagi itu yang bagiku harus dibetulin soalnya sekolah mau dibuka juga kek so pasti pemerintah juga was broo;netral
 sekolah online aja;netral
ternyata sekolah online tak seindah yang di bayangkan sebelum setelah sekolah online sekolah online ;negative
 aku si tim pas sekolah online pengen offline tapi besok kalo dah offline mesti pengen online aja;netral
 gue hohoho walaupun sekolah online tu stres bgt kadang guru jg ngasi tugas diluar jam sekolah and shits tp udh lumayan nyaman;negative
sch ad nggak yg sama kyk aku udah nyaman sekolah online terus males gitu kalo disuruh sekolah offline admin baca rules ya sayang ada di link bio ;positive
 pusing bgt sm kalian yg kl diperpanjang sekolah online ngedumel mau offline dikasih sekolah offline buat zon ;netral
 hi bro alasan biaya kuota mahal menurut sy sedikit terlalu belajar online otomatis uang saku utk anak di sekolah gak jalan dong bisa dialokasikan ke kuota internet kalau utk sinyal oke bisa dimaklumi solusinya bs dg cara saat gurunya menerangkan via zoom googlemeet di record;netral
akibat sekolah online kuota sekarat duit gak punya pintar engga bego iyaa ;negative
sekolah tatap muka kena covid antivirus blom ada online biaya kuota print fotokopi ngalah in uang spp sebulan malah ada yg jual ayam jual apa aja demi punya hp android negeri mumet ;negative
 jujur sii kalo makin lama diliat mo sekolah online ato offline sama ajaa bagiku tugas juga tetep banyak capek diri juga cumaa dari kitanya aja nanggepin situasi ini online class siapa sii yang mau kayak gini jugaa mendikbud juga gak mau kalii brooo ;negative
jujur aja dengan ada sekolah online ini malah aku jd lebih pinter bc secara enggak langsung karna ngerjain tugas yg banyak itu jd sekalian belajar justru waktu offline malah ga niat belajarnya kadang;positive
pas online school pengennya sekolah pas mau offline school gamau diriku mau nya apasih ;netral
 kita yg sekolah ofline aja belum tentu bisa ngerti semua materi yg dikasih apalagi online begini yg kadang di jelasin aja engga trs langsung ngasih tugas dn itu ga sesuai aja tata deadline sm tugas yg dikasih;negative
anak sekolah online mana nih indihom apa bisnet ;netral
 malah saya rasa lebih cape sekolah online sampe ga sempet buat tidur karna tugas yang banyak trus bagaimana dgn siswa yang tidak memiliki jangkauan signal di rumahnya itu juga menghambat banget pembelajaran karena yg penting itu tugas terkumpul bukan ilmu masuk ke otak ;negative
pengen sekolah offline tapi yo pengen sekolah online yokpo wes;netral
 saya sbg murid sih gini keluh kesahnya oke sekolah online tapi kalo pemberian tugas tanpa penjelasan materi itu efektif trus mengalami sndiri kejadian dimana guru yg lupa jadwal harusnya jam berapa pembelajaran jam berapa dan deadline dgn waktu singkat bersamaan mapel lain ;negative
 aku sbg gurunya juga pusing ngajar pas sekolah online murid ga paham ditambah ortu murid ngeluh terus ;negative
 ih ih jangan dong terus nanti alvi nyontek kemana alvi sekolah online bukannya makin pinter malah makin lola;negative
asli betul kl sekolah online ini emang doesnt work di beberapa daerah apalagi yg let say terpencil tapi bagian siswa cuma absen terus tidur ya mohon maap nih guys itu sih manehnya aja yg goblin jauh amat nyalahin pemerintah ;netral
setuju bangett ku liat pemerintah guru dan sekolah udh berusaha semaksimal mungkin biar sekolah tetap berjalan murid murid skrng tu udh berani sama guru karna ya sistemnya online harusnya kesadaran dr murid sih knp sampe tidur yang bikin ga efektif ya mereka bukan pemerintah ;positive
le sekolah online anak e sing mumet wong tuo ne ;negative
 adek sekolah online emaknya yang pusing wkwkwkwk;negative
 asli pusing bgtkuliah nyambi ngajarin adik adik juga sekolah onlinemana aku punya adik yang satu udh mulai make gclassroom yg mana aku hrus ajarin step by stepnya huhu tiap hari berasa hectic bgt udh pusing sm tugas sndri ditambah bocil bocil ;negative
kapan indonesia terbebas dari covid ini serius aku udah kasian sama anak anak yg sekolah online dan orang yang terdampak covid kena phk ;positive
sekolah online bener ngerubah gue yang tadinya belajar pas sehari sebelum ulangan jadi belajar pas sejam sebelum ulangan ;netral
 sekolah online a ;netral
 pro sih di kondisi yg masih tinggi angka kasus positif dan kematian serem juga kalo harus sekolah atau kuliah offline kalo online kan seengganya bisa ngurangin resiko penyebarannya;positive
 gue juga sekolah online adek gue juga sama tapi mamah gue trs maksa gue buat bantuin tugas adek gue pas gue lagi class online sumpah gue kesel gue sma lebih susah dan bnyk tgsnya tapi mmh gue lebih kee apa ya kek takut adek gue nilainya kosongpdhl dia masi smp ;negative
 aku lebih nyaman sekolah online soal nya guru sm tmn toxic tuh lbh susah dihindarin dibanding pacar toxic dan juga gak nguras tenaga ke sklh dan belajar mandiri kyk mau belajar ya belajar klo mau absen trs tdr yauda masa depan mengkhawatirkan;positive
sekolah online banyak internet belum memumpuni di daerah dan banyak orang tua protes karena ribet sekolah offline cluster baru covid ;negative
selama sekolah online gue jadi ikut belajar juga belajar menyalin dari buku ;positive
 wiih semangat kakk aku hari ini serpi biasa sekolah online trus nnt malem mau ngerangkum sejarah;positive
di kantor tiap lunch denger mamak mamak curhat pusying ngurusin anaknya sekolah online ;negative
 aku bangett yg sekolah online malah mabar di wa di suruh pulang jawabnya cuma y cuek bgt ;negative
 sakit karena habis putus sakit karena sekolah online ;negative
 gua ga setuju sama orang yang koar bobroknya sekolah offline dari sudut pandang gua ya kalo emng lu rajin ya mau offline online tetep aja bisa kalo tipe kaya gua mau offline online ya sama aja gausa munafik lu juga kalo sekolah offline kerjaannya bolak balik kamar mandi;negative
adeknya yang sekolah online malah kakaknya yang pusing siapa yang gitu juga sini berkumpulah berbagi tutorial mengasuh adek saat belajar dirumahaja;negative
sekolah online tapi le ngedrop ora online wokwowkokw ;netral
sekolah klian diadain lomba online ngga ;netral
 aku tau adek itu mengemukakan pendapatnya betapa sulitnya sekolah online betapa orang plosok kesusahan sinyal aku setuju tapi jg tidak menyalahkan pemerintah knp dibikin online pasti lah mrka bikin kebijakan sudah dipikirkan matang so aku setuju sama yg bikin story ;positive
serius ini kenapa kuota td siang tuh nyisa mb ada sms nya kan trus ya udah emang sengaja mau diabisin trus td pake streaming ada kali kali quality videonya p sampe sekarang kenapa ga abis abis masalahnya kalau tbtb abis pas sekolah online besok tuh ga lucu ;netral
 kami bergerak atas keprihatinan pada pendidikan kala pandemi dimana para siswa terpaksa untuk belajar via daring via onli ;netral
iyaa woyy se banget jujur w juga masih suka ketiduran pas online school udah absen tidur lagi tapi lu mau gimana lagi buka sekolah trs corona kelar tahun lagi online school emang berat tapi kita udah gede ya emang harus taking responsibility for orturselves ;netral
 kasiam mendikbud sekolah online dibully sama orangtua warga yang tidak bisa mengakses internet giliran sekolah mulai tatap muka di kecam sana sini kalian maju salah mundur salah semangat mas menteri ;positive
yak saya disini mau ngeriview bulan sekolah online dan ga paham apa ;netral
 iseh ono drop an po sekolah gk ana murid sik masuk di drop wis jan hasil didikan online ki jan rakalap ;netral
 ayangie cuman mau bilang kalau ada waktu sekolah online ya sekolah online jangan bolos apalagi cuman nitip absen terlepa ;netral
gais minta bantuannya dong di sekolah kalian ada lomba an online enggak kalau ada apa aja ;netral
bayangin deh sekolah online tp tetep dapet uang saku k harii pasti gua ga kaya sekarang ;netral
 corona akan terus keberadaannya kita hrs sikapi secara wajar kewaspadaan memang diperlukan tapi membiarkan anak terus belajar online dpt berakibat hilangnya satu generasi bukalah sekolah dgn protokol covid biarlah anak beradaptasi ;negative
ayo bos jangan lupa di laik koment and sugreb channel sekolah tercinta mungkin next bisa live streaming gta online ;netral
 yaaaa mau gimana lagi ya online tuh semoga aja keadaan membaik biar bisa sekolah biasa lagi semangat sekolahnya aku masih sama kayak kemaren tapi aku seneng bisa ngobrol sama temen temen disini;positive
 ealah cok sekolah online mbok yo do tempok online ngopo to _ ;negative
berkali kali pengen komen ttg sekolah online ini termasuk video yg viral itu anak sma presentasi akhirnya cuma bisa menyerap aja baiknya gimana dan usaha supaya mahasiswaku nanti belajarnya tetep maksimal tanpa merasa kesusahan secara materi ;netral
enak ya sekolah online gw be like hey markoneh matamu enak ngabisin kuota ma iya cape bambang mending sekolah offline ;negative
sekolah gue pramuka online doooooonggg;netral
 pemerintah pasti sadar bahwa sekolah online itu tidak efektif dan w percaya bahwa pemerintah kita akan bisa menemukan solusi terbaik;positive
tidur makan sekolah online main hp mandi trus udah itu aja ;netral
 tau tuh gua sebagai penikmat skul online merasa terbebani eh masih belum ada di skul lu padahal beritanya udh ada di tv loh kalo rencana tanggal udh mulai skul offline include semua sekolah di indo yg bedain tergantung zonanya aja;negative
sekolah online sangat menyenangkan bagiku yg nolep ini;positive
sekolah ya serba salah apalagi yg swasta ngadain pembelajaran online ortu protes katanya bikin ribed salah ngadain pembelajaran offline cluster covid salah lagi hadehhhh dah yg paling bener dukung liverpool aja dah pasti ada salahnya ;netral
 bosen sekolah online da terus silaturahmi bikin rame rame aja wkwk;negative
 kadang ada aja peanyaan yg bikin senyum kecut dir ngapain belajar online kan ga efektif kenapa masih bayar spp kan ga belajar langsung kenapa sekolah ga dibuka aja pusing saya ngajar anak dirumah padahal jawaban nya ada di pikiran sama hati masing ;netral
 pro sih anak di didik biar tau tamggung jawab seorang siswa biar gak nyepelein apa yg disampaikan oleh guru gak hanya siswa sdsmp sma ya aku yg mahasiswa smt tua jg ngerasain gak enaknya skl online guru n dosen udah rela in belajar aplikasi sekolah or kampus udah usaha;positive
 karena suasana lagi kyk gini gw pro ke si otnielaw kita online school juga karena lagi urgent banget dan berada di tengah tengah pandemi gini walaupun gw juga mau banget sekolah offline dan kita jg ga mungkin pearuhkan nyawa dong gw yakin semua pihak udh berusaha sebaik mgkin;positive
orang orang pada ngeluh klo masih sekolah online tapi nongkrong tetep jalan itu konsepnya gmn sik;netral
sekolah gue knp si wisuda online pun gaada sedih;netral
ngeliat kalian yg ngetwit tentang sekolah online gue jadi mikir yaallah gue udah gede ternyata udah ga sekolah lagi udah ga pusing mikir tugas lagi cepett bangett ga kerasa;netral
 kan yang melihat ini pasti punya smaphone pasti bisa belajar dong bahasa as ;netral
 pembukaan sekolah dengan kesadaran dan protokol kesehatan yg minim cuma solusi gali lubang tutup lubang justru online school ini bentuk pemerintah tetap mengedepankan pendidikan walaupun sedang pandemi ;positive
